company_id,year,operating_activity,cash_from_operations_cr,cfo_quality_score,cfo_quality_label
SHREECEM,Jun-13,1260.0,1260.0,1.0,Strong
SHREECEM,Jun-14,1401.0,1401.0,1.0,Strong
SHREECEM,Jun-15,1239.0,1239.0,1.0,Strong
SHREECEM,Mar-16,1566.0,,,Unknown
SHREECEM,Mar-17,2202.0,2202.0,1.0,Strong
SHREECEM,Mar-18,1879.0,1879.0,1.0,Strong
SHREECEM,Mar-19,2080.0,2080.0,1.0,Strong
SHREECEM,Mar-20,3973.0,3973.0,1.0,Strong
SHREECEM,Mar-21,4254.0,4254.0,1.0,Strong
SHREECEM,Mar-22,2668.0,2668.0,1.0,Strong
SHREECEM,Mar-23,2569.0,2569.0,1.0,Strong
SHREECEM,Mar-24,3347.0,3347.0,1.0,Strong
SHRIRAMFIN,Mar-13,-8359.0,-8359.0,1.0,Strong
SHRIRAMFIN,Mar-14,-4055.0,-4055.0,1.0,Strong
SHRIRAMFIN,Mar-15,-9611.0,-9611.0,1.0,Strong
SHRIRAMFIN,Mar-16,-5507.0,-5507.0,1.0,Strong
SHRIRAMFIN,Mar-17,-2677.0,-2677.0,1.0,Strong
SHRIRAMFIN,Mar-18,-13142.0,-13142.0,1.0,Strong
SHRIRAMFIN,Mar-19,-5535.0,-5535.0,1.0,Strong
SHRIRAMFIN,Mar-20,-2464.0,-2464.0,1.0,Strong
SHRIRAMFIN,Mar-21,-4239.0,-4239.0,1.0,Strong
SHRIRAMFIN,Mar-22,-8859.0,-8859.0,1.0,Strong
SHRIRAMFIN,Mar-23,-17625.0,-17625.0,1.0,Strong
SHRIRAMFIN,Mar-24,-31101.0,-31101.0,1.0,Strong
SIEMENS,Sep-2011,3.0,3.0,1.0,Strong
SIEMENS,Sep-14,608.0,608.0,1.0,Strong
SIEMENS,Sep-15,574.0,574.0,1.0,Strong
SIEMENS,Sep-16,513.0,513.0,1.0,Strong
SIEMENS,Sep-17,573.0,573.0,1.0,Strong
SIEMENS,Sep-18,100.0,100.0,1.0,Strong
SIEMENS,Sep-19,1273.0,1273.0,1.0,Strong
SIEMENS,Sep-20,720.0,720.0,1.0,Strong
SIEMENS,Sep-21,1422.0,1422.0,1.0,Strong
SIEMENS,Sep-22,978.0,978.0,1.0,Strong
SIEMENS,Sep-23,1400.0,1400.0,1.0,Strong
SIEMENS,Sep-24,1670.0,1670.0,1.0,Strong
SUNPHARMA,Mar-13,3357.0,3357.0,1.0,Strong
SUNPHARMA,Mar-14,3959.0,3959.0,1.0,Strong
SUNPHARMA,Mar-15,5616.0,5616.0,1.0,Strong
SUNPHARMA,Mar-16,6686.0,6686.0,1.0,Strong
SUNPHARMA,Mar-17,7082.0,7082.0,1.0,Strong
SUNPHARMA,Mar-18,3907.0,3907.0,1.0,Strong
SUNPHARMA,Mar-19,2196.0,2196.0,1.0,Strong
SUNPHARMA,Mar-20,6555.0,6555.0,1.0,Strong
SUNPHARMA,Mar-21,6170.0,6170.0,1.0,Strong
SUNPHARMA,Mar-22,8985.0,8985.0,1.0,Strong
SUNPHARMA,Mar-23,4959.0,4959.0,1.0,Strong
SUNPHARMA,Mar-24,12135.0,12135.0,1.0,Strong
TATACONSUM,Mar-13,173.0,173.0,1.0,Strong
TATACONSUM,Mar-14,422.0,422.0,1.0,Strong
TATACONSUM,Mar-15,418.0,418.0,1.0,Strong
TATACONSUM,Mar-16,116.0,116.0,1.0,Strong
TATACONSUM,Mar-17,741.0,741.0,1.0,Strong
TATACONSUM,Mar-18,356.0,356.0,1.0,Strong
TATACONSUM,Mar-19,210.0,210.0,1.0,Strong
TATACONSUM,Mar-20,1082.0,1082.0,1.0,Strong
TATACONSUM,Mar-21,1656.0,1656.0,1.0,Strong
TATACONSUM,Mar-22,1516.0,1516.0,1.0,Strong
TATACONSUM,Mar-23,1461.0,1461.0,1.0,Strong
TATACONSUM,Mar-24,1937.0,1937.0,1.0,Strong
TATAMOTORS,Mar-13,22163.0,22163.0,1.0,Strong
TATAMOTORS,Mar-14,36151.0,36151.0,1.0,Strong
TATAMOTORS,Mar-15,35531.0,35531.0,1.0,Strong
TATAMOTORS,Mar-16,37900.0,37900.0,1.0,Strong
TATAMOTORS,Mar-17,30199.0,30199.0,1.0,Strong
TATAMOTORS,Mar-18,23857.0,23857.0,1.0,Strong
TATAMOTORS,Mar-19,18891.0,18891.0,1.0,Strong
TATAMOTORS,Mar-20,26633.0,26633.0,1.0,Strong
TATAMOTORS,Mar-21,29001.0,29001.0,1.0,Strong
TATAMOTORS,Mar-22,14283.0,14283.0,1.0,Strong
TATAMOTORS,Mar-23,35388.0,35388.0,1.0,Strong
TATAMOTORS,Mar-24,67915.0,67915.0,1.0,Strong
TATAPOWER,Mar-13,3286.0,3286.0,1.0,Strong
TATAPOWER,Mar-14,6483.0,6483.0,1.0,Strong
TATAPOWER,Mar-15,5981.0,5981.0,1.0,Strong
TATAPOWER,Mar-16,7415.0,7415.0,1.0,Strong
TATAPOWER,Mar-17,7014.0,7014.0,1.0,Strong
TATAPOWER,Mar-18,6364.0,6364.0,1.0,Strong
TATAPOWER,Mar-19,4574.0,4574.0,1.0,Strong
TATAPOWER,Mar-20,7375.0,7375.0,1.0,Strong
TATAPOWER,Mar-21,8345.0,8345.0,1.0,Strong
TATAPOWER,Mar-22,6693.0,6693.0,1.0,Strong
TATAPOWER,Mar-23,7166.0,7166.0,1.0,Strong
TATAPOWER,Mar-24,12596.0,12596.0,1.0,Strong
TATASTEEL,Mar-13,14035.0,14035.0,1.0,Strong
TATASTEEL,Mar-14,13146.0,13146.0,1.0,Strong
TATASTEEL,Mar-15,11880.0,11880.0,1.0,Strong
TATASTEEL,Mar-16,11455.0,11455.0,1.0,Strong
TATASTEEL,Mar-17,10824.0,10824.0,1.0,Strong
TATASTEEL,Mar-18,8023.0,8023.0,1.0,Strong
TATASTEEL,Mar-19,25336.0,25336.0,1.0,Strong
TATASTEEL,Mar-20,20169.0,20169.0,1.0,Strong
TATASTEEL,Mar-21,44327.0,44327.0,1.0,Strong
TATASTEEL,Mar-22,44381.0,44381.0,1.0,Strong
TATASTEEL,Mar-23,21683.0,21683.0,1.0,Strong
TATASTEEL,Mar-24,20301.0,20301.0,1.0,Strong
TECHM,Mar-13,855.0,855.0,1.0,Strong
TECHM,Mar-14,1596.0,1596.0,1.0,Strong
TECHM,Mar-15,2448.0,2448.0,1.0,Strong
TECHM,Mar-16,3137.0,3137.0,1.0,Strong
TECHM,Mar-17,4071.0,4071.0,1.0,Strong
TECHM,Mar-18,3554.0,3554.0,1.0,Strong
TECHM,Mar-19,4432.0,4432.0,1.0,Strong
TECHM,Mar-20,4358.0,4358.0,1.0,Strong
TECHM,Mar-21,8094.0,8094.0,1.0,Strong
TECHM,Mar-22,5285.0,5285.0,1.0,Strong
TECHM,Mar-23,5572.0,5572.0,1.0,Strong
TECHM,Mar-24,6376.0,6376.0,1.0,Strong
TITAN,Mar-13,553.0,553.0,1.0,Strong
TITAN,Mar-14,-555.0,-555.0,1.0,Strong
TITAN,Mar-15,503.0,503.0,1.0,Strong
TITAN,Mar-16,576.0,576.0,1.0,Strong
TITAN,Mar-17,1712.0,1712.0,1.0,Strong
TITAN,Mar-18,-51.0,-51.0,1.0,Strong
TITAN,Mar-19,1243.0,1243.0,1.0,Strong
TITAN,Mar-20,-348.0,-348.0,1.0,Strong
TITAN,Mar-21,4139.0,4139.0,1.0,Strong
TITAN,Mar-22,-724.0,-724.0,1.0,Strong
TITAN,Mar-23,1370.0,1370.0,1.0,Strong
TITAN,Mar-24,1695.0,1695.0,1.0,Strong
TORNTPHARM,Mar-13,153.0,153.0,1.0,Strong
TORNTPHARM,Mar-14,599.0,599.0,1.0,Strong
TORNTPHARM,Mar-15,810.0,810.0,1.0,Strong
TORNTPHARM,Mar-16,2742.0,2742.0,1.0,Strong
TORNTPHARM,Mar-17,1009.0,1009.0,1.0,Strong
TORNTPHARM,Mar-18,894.0,894.0,1.0,Strong
TORNTPHARM,Mar-19,1798.0,1798.0,1.0,Strong
TORNTPHARM,Mar-20,1393.0,1393.0,1.0,Strong
TORNTPHARM,Mar-21,2005.0,2005.0,1.0,Strong
TORNTPHARM,Mar-22,1803.0,1803.0,1.0,Strong
TORNTPHARM,Mar-23,2368.0,2368.0,1.0,Strong
TORNTPHARM,Mar-24,3266.0,3266.0,1.0,Strong
TRENT,Mar-13,31.0,31.0,1.0,Strong
TRENT,Mar-14,-46.0,-46.0,1.0,Strong
TRENT,Mar-15,-10.0,-10.0,1.0,Strong
TRENT,Mar-16,109.0,109.0,1.0,Strong
TRENT,Mar-17,102.0,102.0,1.0,Strong
TRENT,Mar-18,77.0,77.0,1.0,Strong
TRENT,Mar-19,21.0,21.0,1.0,Strong
TRENT,Mar-20,361.0,361.0,1.0,Strong
TRENT,Mar-21,285.0,285.0,1.0,Strong
TRENT,Mar-22,58.0,58.0,1.0,Strong
TRENT,Mar-23,595.0,595.0,1.0,Strong
TRENT,Mar-24,1349.0,1349.0,1.0,Strong
TVSMOTOR,Mar-13,464.0,464.0,1.0,Strong
TVSMOTOR,Mar-14,470.0,470.0,1.0,Strong
TVSMOTOR,Mar-15,83.0,83.0,1.0,Strong
TVSMOTOR,Mar-16,936.0,936.0,1.0,Strong
TVSMOTOR,Mar-17,689.0,689.0,1.0,Strong
TVSMOTOR,Mar-18,354.0,354.0,1.0,Strong
TVSMOTOR,Mar-19,-918.0,-918.0,1.0,Strong
TVSMOTOR,Mar-20,373.0,373.0,1.0,Strong
TVSMOTOR,Mar-21,1151.0,1151.0,1.0,Strong
TVSMOTOR,Mar-22,-1575.0,-1575.0,1.0,Strong
TVSMOTOR,Mar-23,-4405.0,-4405.0,1.0,Strong
TVSMOTOR,Mar-24,-1253.0,-1253.0,1.0,Strong
ULTRACEMCO,Mar-13,3618.0,3618.0,1.0,Strong
ULTRACEMCO,Mar-14,3455.0,3455.0,1.0,Strong
ULTRACEMCO,Mar-15,4190.0,4190.0,1.0,Strong
ULTRACEMCO,Mar-16,4526.0,4526.0,1.0,Strong
ULTRACEMCO,Mar-17,5005.0,5005.0,1.0,Strong
ULTRACEMCO,Mar-18,3888.0,3888.0,1.0,Strong
ULTRACEMCO,Mar-19,5956.0,5956.0,1.0,Strong
ULTRACEMCO,Mar-20,8972.0,8972.0,1.0,Strong
ULTRACEMCO,Mar-21,12500.0,12500.0,1.0,Strong
ULTRACEMCO,Mar-22,9283.0,9283.0,1.0,Strong
ULTRACEMCO,Mar-23,9069.0,9069.0,1.0,Strong
ULTRACEMCO,Mar-24,10898.0,10898.0,1.0,Strong
UNIONBANK,Mar-13,-4245.0,-4245.0,1.0,Strong
UNIONBANK,Mar-14,2570.0,2570.0,1.0,Strong
UNIONBANK,Mar-15,-3567.0,-3567.0,1.0,Strong
UNIONBANK,Mar-16,81.0,81.0,1.0,Strong
UNIONBANK,Mar-17,-6624.0,-6624.0,1.0,Strong
UNIONBANK,Mar-18,6097.0,6097.0,1.0,Strong
UNIONBANK,Mar-19,-7778.0,-7778.0,1.0,Strong
UNIONBANK,Mar-20,-77.0,-77.0,1.0,Strong
UNIONBANK,Mar-21,20527.0,20527.0,1.0,Strong
UNIONBANK,Mar-22,36339.0,36339.0,1.0,Strong
UNIONBANK,Mar-23,6056.0,6056.0,1.0,Strong
UNIONBANK,Mar-24,19930.0,19930.0,1.0,Strong
UNITDSPR,Mar-13,1969.0,,,Unknown
UNITDSPR,Mar-14,-552.0,,,Unknown
UNITDSPR,Mar-15,-196.0,,,Unknown
UNITDSPR,Mar-16,283.0,,,Unknown
UNITDSPR,Mar-17,647.0,,,Unknown
UNITDSPR,Mar-18,925.0,,,Unknown
UNITDSPR,Mar-19,948.0,,,Unknown
UNITDSPR,Mar-20,783.0,,,Unknown
UNITDSPR,Mar-21,1818.0,,,Unknown
UNITDSPR,Mar-22,977.0,,,Unknown
UNITDSPR,Mar-23,615.0,,,Unknown
UNITDSPR,Mar-24,1118.0,,,Unknown
VBL,Dec-12,280.0,,,Unknown
VBL,Dec-13,297.0,,,Unknown
VBL,Dec-14,431.0,,,Unknown
VBL,Dec-15,555.0,,,Unknown
VBL,Dec-16,826.0,,,Unknown
VBL,Dec-17,620.0,,,Unknown
VBL,Dec-18,1000.0,,,Unknown
VBL,Dec-19,1308.0,,,Unknown
VBL,Dec-20,1012.0,,,Unknown
VBL,Dec-21,1231.0,,,Unknown
VBL,Dec-22,1790.0,,,Unknown
VBL,Dec-23,2391.0,,,Unknown
VEDL,Mar-13,22.0,,,Unknown
VEDL,Mar-14,15601.0,,,Unknown
VEDL,Mar-15,17805.0,,,Unknown
VEDL,Mar-16,20377.0,,,Unknown
VEDL,Mar-17,18083.0,,,Unknown
VEDL,Mar-18,17366.0,,,Unknown
VEDL,Mar-19,23754.0,,,Unknown
VEDL,Mar-20,19300.0,,,Unknown
VEDL,Mar-21,23980.0,,,Unknown
VEDL,Mar-22,34963.0,,,Unknown
VEDL,Mar-23,33065.0,,,Unknown
VEDL,Mar-24,35654.0,,,Unknown
WIPRO,Mar-13,6394.0,,,Unknown
WIPRO,Mar-14,6790.0,,,Unknown
WIPRO,Mar-15,7840.0,,,Unknown
WIPRO,Mar-16,7887.0,,,Unknown
WIPRO,Mar-17,9277.0,,,Unknown
WIPRO,Mar-18,8423.0,,,Unknown
WIPRO,Mar-19,11632.0,,,Unknown
WIPRO,Mar-20,10064.0,,,Unknown
WIPRO,Mar-21,14755.0,,,Unknown
WIPRO,Mar-22,11080.0,,,Unknown
WIPRO,Mar-23,13060.0,,,Unknown
WIPRO,Mar-24,17622.0,,,Unknown
ZOMATO,Mar-20,-2144.0,,,Unknown
ZOMATO,Mar-21,-1018.0,,,Unknown
ZOMATO,Mar-22,-693.0,,,Unknown
ZOMATO,Mar-23,-844.0,,,Unknown
ZOMATO,Mar-24,646.0,,,Unknown
ZYDUSLIFE,Mar-13,603.0,,,Unknown
ZYDUSLIFE,Mar-14,903.0,,,Unknown
ZYDUSLIFE,Mar-15,994.0,,,Unknown
ZYDUSLIFE,Mar-16,1894.0,,,Unknown
ZYDUSLIFE,Mar-17,1312.0,,,Unknown
ZYDUSLIFE,Mar-18,919.0,,,Unknown
ZYDUSLIFE,Mar-19,1282.0,,,Unknown
ZYDUSLIFE,Mar-20,2932.0,,,Unknown
ZYDUSLIFE,Mar-21,3294.0,,,Unknown
ZYDUSLIFE,Mar-22,2104.0,,,Unknown
ZYDUSLIFE,Mar-23,2689.0,,,Unknown
ZYDUSLIFE,Mar-24,3228.0,,,Unknown
